HYPER-PARAMETERS
[258/400]  Loss_D: -1.3976 Loss_G: -2.9498, Wasserstein_dist:1.9086, vae_loss_seen:356.4512 GZSL: seen=0.3739, unseen=0.4654, h=0.4147 ZSL: unseen accuracy=0.6365
[259/400]  Loss_D: -1.4682 Loss_G: -2.9925, Wasserstein_dist:1.9892, vae_loss_seen:356.2055 GZSL: seen=0.3786, unseen=0.4462, h=0.4096 ZSL: unseen accuracy=0.6442
[260/400]  Loss_D: -1.3466 Loss_G: -2.8327, Wasserstein_dist:1.7763, vae_loss_seen:357.6241 GZSL: seen=0.3824, unseen=0.4375, h=0.4081 ZSL: unseen accuracy=0.6442
[261/400]  Loss_D: -1.4393 Loss_G: -3.0672, Wasserstein_dist:1.9993, vae_loss_seen:367.2880 GZSL: seen=0.3687, unseen=0.4567, h=0.4080 ZSL: unseen accuracy=0.6394
[262/400]  Loss_D: -1.5395 Loss_G: -3.2415, Wasserstein_dist:2.0774, vae_loss_seen:376.9992 GZSL: seen=0.3840, unseen=0.4404, h=0.4102 ZSL: unseen accuracy=0.6346
[263/400]  Loss_D: -1.3711 Loss_G: -3.5008, Wasserstein_dist:1.8204, vae_loss_seen:372.3147 GZSL: seen=0.3459, unseen=0.4990, h=0.4086 ZSL: unseen accuracy=0.6365
[264/400]  Loss_D: -1.2897 Loss_G: -2.6485, Wasserstein_dist:1.7295, vae_loss_seen:356.8324 GZSL: seen=0.3733, unseen=0.4538, h=0.4096 ZSL: unseen accuracy=0.6413
[265/400]  Loss_D: -1.4043 Loss_G: -2.8312, Wasserstein_dist:1.8701, vae_loss_seen:370.9801 GZSL: seen=0.3909, unseen=0.4442, h=0.4159 ZSL: unseen accuracy=0.6500
[266/400]  Loss_D: -1.3066 Loss_G: -3.0806, Wasserstein_dist:1.8341, vae_loss_seen:346.1621 GZSL: seen=0.3675, unseen=0.4702, h=0.4126 ZSL: unseen accuracy=0.6490
[267/400]  Loss_D: -1.3735 Loss_G: -3.0101, Wasserstein_dist:1.8751, vae_loss_seen:336.0760 GZSL: seen=0.3861, unseen=0.4471, h=0.4144 ZSL: unseen accuracy=0.6356
[268/400]  Loss_D: -1.2383 Loss_G: -3.1966, Wasserstein_dist:1.7980, vae_loss_seen:350.6837 GZSL: seen=0.3739, unseen=0.4538, h=0.4100 ZSL: unseen accuracy=0.6375
[269/400]  Loss_D: -1.3418 Loss_G: -2.9720, Wasserstein_dist:1.8002, vae_loss_seen:354.9542 GZSL: seen=0.3565, unseen=0.4904, h=0.4129 ZSL: unseen accuracy=0.6288
[270/400]  Loss_D: -1.4669 Loss_G: -3.1349, Wasserstein_dist:1.9804, vae_loss_seen:343.7397 GZSL: seen=0.3810, unseen=0.4452, h=0.4106 ZSL: unseen accuracy=0.6481
[271/400]  Loss_D: -1.3714 Loss_G: -2.8374, Wasserstein_dist:1.8968, vae_loss_seen:343.0772 GZSL: seen=0.3820, unseen=0.4481, h=0.4124 ZSL: unseen accuracy=0.6327
[272/400]  Loss_D: -1.3621 Loss_G: -3.1584, Wasserstein_dist:1.9531, vae_loss_seen:350.1468 GZSL: seen=0.3954, unseen=0.4260, h=0.4101 ZSL: unseen accuracy=0.6375
[273/400]  Loss_D: -1.3854 Loss_G: -3.1707, Wasserstein_dist:1.8582, vae_loss_seen:366.5157 GZSL: seen=0.3576, unseen=0.4942, h=0.4150 ZSL: unseen accuracy=0.6462
[274/400]  Loss_D: -1.3270 Loss_G: -2.9675, Wasserstein_dist:1.7899, vae_loss_seen:373.2306 GZSL: seen=0.3654, unseen=0.4731, h=0.4123 ZSL: unseen accuracy=0.6385
[275/400]  Loss_D: -1.2177 Loss_G: -3.0297, Wasserstein_dist:1.6446, vae_loss_seen:348.6312 GZSL: seen=0.3745, unseen=0.4529, h=0.4100 ZSL: unseen accuracy=0.6404
[276/400]  Loss_D: -1.2888 Loss_G: -2.7193, Wasserstein_dist:1.7549, vae_loss_seen:337.5815 GZSL: seen=0.3925, unseen=0.4577, h=0.4226 ZSL: unseen accuracy=0.6298
[277/400]  Loss_D: -1.2647 Loss_G: -3.1799, Wasserstein_dist:1.7386, vae_loss_seen:351.6096 GZSL: seen=0.3666, unseen=0.4683, h=0.4112 ZSL: unseen accuracy=0.6413
[278/400]  Loss_D: -1.3901 Loss_G: -2.8370, Wasserstein_dist:1.8970, vae_loss_seen:346.9418 GZSL: seen=0.3626, unseen=0.4942, h=0.4183 ZSL: unseen accuracy=0.6452
[279/400]  Loss_D: -1.5030 Loss_G: -2.8941, Wasserstein_dist:2.0296, vae_loss_seen:364.1956 GZSL: seen=0.3685, unseen=0.4654, h=0.4113 ZSL: unseen accuracy=0.6394
[280/400]  Loss_D: -1.4243 Loss_G: -3.4602, Wasserstein_dist:1.9787, vae_loss_seen:369.5048 GZSL: seen=0.3605, unseen=0.4769, h=0.4106 ZSL: unseen accuracy=0.6471
[281/400]  Loss_D: -1.3464 Loss_G: -2.7792, Wasserstein_dist:1.8078, vae_loss_seen:348.2280 GZSL: seen=0.3643, unseen=0.4769, h=0.4131 ZSL: unseen accuracy=0.6337
[282/400]  Loss_D: -1.2616 Loss_G: -2.7231, Wasserstein_dist:1.7335, vae_loss_seen:330.6663 GZSL: seen=0.3563, unseen=0.4865, h=0.4113 ZSL: unseen accuracy=0.6394
[283/400]  Loss_D: -1.3935 Loss_G: -3.2615, Wasserstein_dist:1.9033, vae_loss_seen:368.5002 GZSL: seen=0.3574, unseen=0.4817, h=0.4103 ZSL: unseen accuracy=0.6365
[284/400]  Loss_D: -1.3323 Loss_G: -2.8696, Wasserstein_dist:1.8346, vae_loss_seen:353.1369 GZSL: seen=0.3562, unseen=0.4856, h=0.4110 ZSL: unseen accuracy=0.6356
[285/400]  Loss_D: -1.2739 Loss_G: -2.9441, Wasserstein_dist:1.7753, vae_loss_seen:358.5057 GZSL: seen=0.3644, unseen=0.4827, h=0.4153 ZSL: unseen accuracy=0.6365
[286/400]  Loss_D: -1.3665 Loss_G: -2.8699, Wasserstein_dist:1.8488, vae_loss_seen:360.6667 GZSL: seen=0.3832, unseen=0.4529, h=0.4151 ZSL: unseen accuracy=0.6375
[287/400]  Loss_D: -1.2376 Loss_G: -2.6348, Wasserstein_dist:1.6674, vae_loss_seen:343.6877 GZSL: seen=0.3564, unseen=0.4827, h=0.4100 ZSL: unseen accuracy=0.6365
[288/400]  Loss_D: -1.4291 Loss_G: -3.1439, Wasserstein_dist:1.9153, vae_loss_seen:361.4336 GZSL: seen=0.3550, unseen=0.4962, h=0.4138 ZSL: unseen accuracy=0.6365
[289/400]  Loss_D: -1.4040 Loss_G: -2.8987, Wasserstein_dist:1.8913, vae_loss_seen:349.8368 GZSL: seen=0.3715, unseen=0.4615, h=0.4116 ZSL: unseen accuracy=0.6346
[290/400]  Loss_D: -1.3006 Loss_G: -3.3212, Wasserstein_dist:1.7862, vae_loss_seen:368.1495 GZSL: seen=0.3776, unseen=0.4673, h=0.4177 ZSL: unseen accuracy=0.6462
[291/400]  Loss_D: -1.3287 Loss_G: -3.1304, Wasserstein_dist:1.7799, vae_loss_seen:374.4898 GZSL: seen=0.3860, unseen=0.4625, h=0.4208 ZSL: unseen accuracy=0.6471
[292/400]  Loss_D: -1.3508 Loss_G: -3.0679, Wasserstein_dist:1.9164, vae_loss_seen:337.7578 GZSL: seen=0.3509, unseen=0.4904, h=0.4091 ZSL: unseen accuracy=0.6442
[293/400]  Loss_D: -1.4554 Loss_G: -3.2994, Wasserstein_dist:1.9829, vae_loss_seen:352.8763 GZSL: seen=0.3726, unseen=0.4548, h=0.4096 ZSL: unseen accuracy=0.6385
[294/400]  Loss_D: -1.3401 Loss_G: -3.1272, Wasserstein_dist:1.8111, vae_loss_seen:340.5487 GZSL: seen=0.3682, unseen=0.4644, h=0.4108 ZSL: unseen accuracy=0.6404
[295/400]  Loss_D: -1.3491 Loss_G: -3.2878, Wasserstein_dist:1.8083, vae_loss_seen:374.6551 GZSL: seen=0.3738, unseen=0.4567, h=0.4111 ZSL: unseen accuracy=0.6375
[296/400]  Loss_D: -1.2612 Loss_G: -2.9824, Wasserstein_dist:1.7652, vae_loss_seen:353.7792 GZSL: seen=0.3518, unseen=0.4933, h=0.4107 ZSL: unseen accuracy=0.6510
[297/400]  Loss_D: -1.4710 Loss_G: -3.2085, Wasserstein_dist:1.9615, vae_loss_seen:360.5778 GZSL: seen=0.3791, unseen=0.4615, h=0.4163 ZSL: unseen accuracy=0.6442
[298/400]  Loss_D: -1.2519 Loss_G: -3.2137, Wasserstein_dist:1.6981, vae_loss_seen:360.2205 GZSL: seen=0.3781, unseen=0.4606, h=0.4153 ZSL: unseen accuracy=0.6346
[299/400]  Loss_D: -1.3531 Loss_G: -2.9513, Wasserstein_dist:1.8521, vae_loss_seen:360.5638 GZSL: seen=0.3619, unseen=0.4885, h=0.4158 ZSL: unseen accuracy=0.6375
[300/400]  Loss_D: -1.2577 Loss_G: -2.9017, Wasserstein_dist:1.6685, vae_loss_seen:348.7551 GZSL: seen=0.3677, unseen=0.4760, h=0.4149 ZSL: unseen accuracy=0.6375
[301/400]  Loss_D: -1.3981 Loss_G: -3.3120, Wasserstein_dist:1.9030, vae_loss_seen:358.0638 GZSL: seen=0.3768, unseen=0.4644, h=0.4161 ZSL: unseen accuracy=0.6490
[302/400]  Loss_D: -1.2753 Loss_G: -2.7867, Wasserstein_dist:1.6888, vae_loss_seen:358.1960 GZSL: seen=0.3783, unseen=0.4635, h=0.4166 ZSL: unseen accuracy=0.6433
[303/400]  Loss_D: -1.3260 Loss_G: -2.8128, Wasserstein_dist:1.8004, vae_loss_seen:361.4309 GZSL: seen=0.3964, unseen=0.4442, h=0.4190 ZSL: unseen accuracy=0.6413
[304/400]  Loss_D: -1.2322 Loss_G: -2.8340, Wasserstein_dist:1.6488, vae_loss_seen:364.9127 GZSL: seen=0.3715, unseen=0.4548, h=0.4090 ZSL: unseen accuracy=0.6423
[305/400]  Loss_D: -1.3158 Loss_G: -3.3123, Wasserstein_dist:1.8767, vae_loss_seen:350.9443 GZSL: seen=0.3704, unseen=0.4654, h=0.4125 ZSL: unseen accuracy=0.6404
[306/400]  Loss_D: -1.4711 Loss_G: -3.4295, Wasserstein_dist:2.0161, vae_loss_seen:366.2279 GZSL: seen=0.3864, unseen=0.4500, h=0.4158 ZSL: unseen accuracy=0.6471
[307/400]  Loss_D: -1.2959 Loss_G: -3.1797, Wasserstein_dist:1.7387, vae_loss_seen:362.9128 GZSL: seen=0.4006, unseen=0.4231, h=0.4115 ZSL: unseen accuracy=0.6423
[308/400]  Loss_D: -1.3361 Loss_G: -3.3084, Wasserstein_dist:1.8864, vae_loss_seen:367.4085 GZSL: seen=0.3731, unseen=0.4433, h=0.4051 ZSL: unseen accuracy=0.6385
[309/400]  Loss_D: -1.1932 Loss_G: -3.4098, Wasserstein_dist:1.6540, vae_loss_seen:364.1432 GZSL: seen=0.3567, unseen=0.4788, h=0.4089 ZSL: unseen accuracy=0.6500
[310/400]  Loss_D: -1.2940 Loss_G: -3.2464, Wasserstein_dist:1.8156, vae_loss_seen:360.7115 GZSL: seen=0.3987, unseen=0.4327, h=0.4150 ZSL: unseen accuracy=0.6365
[311/400]  Loss_D: -1.3628 Loss_G: -3.1266, Wasserstein_dist:1.7912, vae_loss_seen:366.5878 GZSL: seen=0.3876, unseen=0.4625, h=0.4218 ZSL: unseen accuracy=0.6442
[312/400]  Loss_D: -1.1920 Loss_G: -2.6850, Wasserstein_dist:1.5773, vae_loss_seen:347.4453 GZSL: seen=0.3676, unseen=0.4923, h=0.4209 ZSL: unseen accuracy=0.6452
[313/400]  Loss_D: -1.2325 Loss_G: -3.0234, Wasserstein_dist:1.7193, vae_loss_seen:358.2145 GZSL: seen=0.3684, unseen=0.4827, h=0.4179 ZSL: unseen accuracy=0.6462
[314/400]  Loss_D: -1.3043 Loss_G: -3.0235, Wasserstein_dist:1.7569, vae_loss_seen:347.8169 GZSL: seen=0.3685, unseen=0.4702, h=0.4132 ZSL: unseen accuracy=0.6375
[315/400]  Loss_D: -1.2803 Loss_G: -3.2927, Wasserstein_dist:1.7379, vae_loss_seen:359.1013 GZSL: seen=0.3747, unseen=0.4683, h=0.4163 ZSL: unseen accuracy=0.6385
[316/400]  Loss_D: -1.2138 Loss_G: -2.8343, Wasserstein_dist:1.6806, vae_loss_seen:352.1771 GZSL: seen=0.3999, unseen=0.4481, h=0.4226 ZSL: unseen accuracy=0.6394
[317/400]  Loss_D: -1.2650 Loss_G: -3.2922, Wasserstein_dist:1.7634, vae_loss_seen:346.5417 GZSL: seen=0.3803, unseen=0.4596, h=0.4162 ZSL: unseen accuracy=0.6462
[318/400]  Loss_D: -1.2149 Loss_G: -3.3901, Wasserstein_dist:1.7456, vae_loss_seen:341.4943 GZSL: seen=0.3624, unseen=0.4808, h=0.4133 ZSL: unseen accuracy=0.6385
[319/400]  Loss_D: -1.2684 Loss_G: -3.3284, Wasserstein_dist:1.6880, vae_loss_seen:369.9593 GZSL: seen=0.3621, unseen=0.4760, h=0.4113 ZSL: unseen accuracy=0.6413
[320/400]  Loss_D: -1.2537 Loss_G: -3.0860, Wasserstein_dist:1.6582, vae_loss_seen:363.2369 GZSL: seen=0.3893, unseen=0.4452, h=0.4154 ZSL: unseen accuracy=0.6298
[321/400]  Loss_D: -1.3076 Loss_G: -3.1376, Wasserstein_dist:1.7967, vae_loss_seen:357.8346 GZSL: seen=0.3901, unseen=0.4337, h=0.4107 ZSL: unseen accuracy=0.6375
[322/400]  Loss_D: -1.1372 Loss_G: -2.7781, Wasserstein_dist:1.5756, vae_loss_seen:344.3191 GZSL: seen=0.3818, unseen=0.4567, h=0.4159 ZSL: unseen accuracy=0.6375
[323/400]  Loss_D: -1.2886 Loss_G: -3.1433, Wasserstein_dist:1.6866, vae_loss_seen:344.1650 GZSL: seen=0.3713, unseen=0.4577, h=0.4100 ZSL: unseen accuracy=0.6404
[324/400]  Loss_D: -1.3142 Loss_G: -3.4086, Wasserstein_dist:1.7985, vae_loss_seen:363.4340 GZSL: seen=0.3684, unseen=0.4692, h=0.4128 ZSL: unseen accuracy=0.6423
[325/400]  Loss_D: -1.4359 Loss_G: -3.3898, Wasserstein_dist:2.0300, vae_loss_seen:347.9462 GZSL: seen=0.3786, unseen=0.4683, h=0.4187 ZSL: unseen accuracy=0.6404
[326/400]  Loss_D: -1.4301 Loss_G: -3.4052, Wasserstein_dist:1.9161, vae_loss_seen:357.5582 GZSL: seen=0.3451, unseen=0.5048, h=0.4100 ZSL: unseen accuracy=0.6452
[327/400]  Loss_D: -1.2961 Loss_G: -2.9053, Wasserstein_dist:1.7312, vae_loss_seen:347.4036 GZSL: seen=0.3854, unseen=0.4500, h=0.4152 ZSL: unseen accuracy=0.6308
[328/400]  Loss_D: -1.1013 Loss_G: -2.9277, Wasserstein_dist:1.5264, vae_loss_seen:349.6772 GZSL: seen=0.3674, unseen=0.4750, h=0.4143 ZSL: unseen accuracy=0.6404
[329/400]  Loss_D: -1.4122 Loss_G: -2.9421, Wasserstein_dist:1.8703, vae_loss_seen:347.9924 GZSL: seen=0.3574, unseen=0.4817, h=0.4103 ZSL: unseen accuracy=0.6481
[330/400]  Loss_D: -1.3529 Loss_G: -3.2808, Wasserstein_dist:1.8299, vae_loss_seen:372.2979 GZSL: seen=0.3890, unseen=0.4567, h=0.4202 ZSL: unseen accuracy=0.6356
[331/400]  Loss_D: -1.3087 Loss_G: -3.4481, Wasserstein_dist:1.8042, vae_loss_seen:365.1773 GZSL: seen=0.3763, unseen=0.4558, h=0.4122 ZSL: unseen accuracy=0.6433
[332/400]  Loss_D: -1.2761 Loss_G: -3.4665, Wasserstein_dist:1.7963, vae_loss_seen:365.0195 GZSL: seen=0.3964, unseen=0.4317, h=0.4133 ZSL: unseen accuracy=0.6433
[333/400]  Loss_D: -1.2135 Loss_G: -3.0160, Wasserstein_dist:1.7239, vae_loss_seen:349.9677 GZSL: seen=0.3406, unseen=0.5202, h=0.4117 ZSL: unseen accuracy=0.6442
[334/400]  Loss_D: -1.2484 Loss_G: -3.0697, Wasserstein_dist:1.7150, vae_loss_seen:345.4839 GZSL: seen=0.3781, unseen=0.4721, h=0.4199 ZSL: unseen accuracy=0.6433
[335/400]  Loss_D: -1.1978 Loss_G: -3.5647, Wasserstein_dist:1.7449, vae_loss_seen:373.6186 GZSL: seen=0.3740, unseen=0.4577, h=0.4117 ZSL: unseen accuracy=0.6385
[336/400]  Loss_D: -1.2907 Loss_G: -3.1668, Wasserstein_dist:1.7009, vae_loss_seen:359.2775 GZSL: seen=0.3861, unseen=0.4519, h=0.4164 ZSL: unseen accuracy=0.6423
[337/400]  Loss_D: -1.2719 Loss_G: -3.2130, Wasserstein_dist:1.7170, vae_loss_seen:350.5549 GZSL: seen=0.3736, unseen=0.4635, h=0.4137 ZSL: unseen accuracy=0.6375
[338/400]  Loss_D: -1.1650 Loss_G: -2.9211, Wasserstein_dist:1.5656, vae_loss_seen:350.7341 GZSL: seen=0.3774, unseen=0.4510, h=0.4109 ZSL: unseen accuracy=0.6433
[339/400]  Loss_D: -1.3689 Loss_G: -3.3324, Wasserstein_dist:1.8319, vae_loss_seen:350.1332 GZSL: seen=0.3504, unseen=0.4942, h=0.4101 ZSL: unseen accuracy=0.6298
[340/400]  Loss_D: -1.2958 Loss_G: -2.8207, Wasserstein_dist:1.6952, vae_loss_seen:350.7306 GZSL: seen=0.3640, unseen=0.4837, h=0.4154 ZSL: unseen accuracy=0.6433
[341/400]  Loss_D: -1.2401 Loss_G: -3.1001, Wasserstein_dist:1.7237, vae_loss_seen:339.2467 GZSL: seen=0.3946, unseen=0.4337, h=0.4132 ZSL: unseen accuracy=0.6346
[342/400]  Loss_D: -1.2897 Loss_G: -2.8419, Wasserstein_dist:1.7209, vae_loss_seen:350.4135 GZSL: seen=0.3553, unseen=0.4856, h=0.4104 ZSL: unseen accuracy=0.6462
[343/400]  Loss_D: -1.3971 Loss_G: -3.0471, Wasserstein_dist:1.8466, vae_loss_seen:357.5453 GZSL: seen=0.3739, unseen=0.4721, h=0.4173 ZSL: unseen accuracy=0.6385
[344/400]  Loss_D: -1.2885 Loss_G: -3.3927, Wasserstein_dist:1.7414, vae_loss_seen:365.4761 GZSL: seen=0.3659, unseen=0.4721, h=0.4123 ZSL: unseen accuracy=0.6500
[345/400]  Loss_D: -1.2836 Loss_G: -2.9770, Wasserstein_dist:1.7232, vae_loss_seen:342.0497 GZSL: seen=0.3726, unseen=0.4673, h=0.4146 ZSL: unseen accuracy=0.6394
[346/400]  Loss_D: -1.2670 Loss_G: -3.1633, Wasserstein_dist:1.6727, vae_loss_seen:362.1109 GZSL: seen=0.3999, unseen=0.4346, h=0.4165 ZSL: unseen accuracy=0.6365
[347/400]  Loss_D: -1.2203 Loss_G: -2.8773, Wasserstein_dist:1.6158, vae_loss_seen:356.7789 GZSL: seen=0.3636, unseen=0.4750, h=0.4119 ZSL: unseen accuracy=0.6385
[348/400]  Loss_D: -1.2582 Loss_G: -3.3750, Wasserstein_dist:1.6913, vae_loss_seen:374.6825 GZSL: seen=0.3799, unseen=0.4500, h=0.4120 ZSL: unseen accuracy=0.6452
[349/400]  Loss_D: -1.3059 Loss_G: -3.0977, Wasserstein_dist:1.7770, vae_loss_seen:347.3358 GZSL: seen=0.3657, unseen=0.4846, h=0.4169 ZSL: unseen accuracy=0.6375
[350/400]  Loss_D: -1.2571 Loss_G: -3.1144, Wasserstein_dist:1.6654, vae_loss_seen:355.1736 GZSL: seen=0.3812, unseen=0.4644, h=0.4187 ZSL: unseen accuracy=0.6413
[351/400]  Loss_D: -1.3162 Loss_G: -3.2716, Wasserstein_dist:1.7268, vae_loss_seen:364.7999 GZSL: seen=0.3838, unseen=0.4596, h=0.4183 ZSL: unseen accuracy=0.6433
[352/400]  Loss_D: -1.2639 Loss_G: -3.2057, Wasserstein_dist:1.7731, vae_loss_seen:353.4403 GZSL: seen=0.3934, unseen=0.4423, h=0.4164 ZSL: unseen accuracy=0.6481
[353/400]  Loss_D: -1.2565 Loss_G: -3.2579, Wasserstein_dist:1.7023, vae_loss_seen:344.5559 GZSL: seen=0.3757, unseen=0.4587, h=0.4130 ZSL: unseen accuracy=0.6442
[354/400]  Loss_D: -1.2449 Loss_G: -3.1848, Wasserstein_dist:1.6969, vae_loss_seen:358.3568 GZSL: seen=0.3721, unseen=0.4510, h=0.4077 ZSL: unseen accuracy=0.6375
[355/400]  Loss_D: -1.1666 Loss_G: -3.6610, Wasserstein_dist:1.6818, vae_loss_seen:351.7647 GZSL: seen=0.3824, unseen=0.4490, h=0.4131 ZSL: unseen accuracy=0.6413
[356/400]  Loss_D: -1.2339 Loss_G: -3.3958, Wasserstein_dist:1.7213, vae_loss_seen:349.0596 GZSL: seen=0.3861, unseen=0.4471, h=0.4144 ZSL: unseen accuracy=0.6471
[357/400]  Loss_D: -1.1597 Loss_G: -3.0671, Wasserstein_dist:1.6011, vae_loss_seen:351.5545 GZSL: seen=0.3771, unseen=0.4625, h=0.4155 ZSL: unseen accuracy=0.6423
[358/400]  Loss_D: -1.2410 Loss_G: -3.6390, Wasserstein_dist:1.6632, vae_loss_seen:355.6203 GZSL: seen=0.3851, unseen=0.4404, h=0.4109 ZSL: unseen accuracy=0.6423
[359/400]  Loss_D: -1.2609 Loss_G: -3.3183, Wasserstein_dist:1.6887, vae_loss_seen:353.1016 GZSL: seen=0.3845, unseen=0.4481, h=0.4139 ZSL: unseen accuracy=0.6500
[360/400]  Loss_D: -1.2073 Loss_G: -3.1609, Wasserstein_dist:1.6304, vae_loss_seen:365.1621 GZSL: seen=0.3712, unseen=0.4779, h=0.4179 ZSL: unseen accuracy=0.6490
[361/400]  Loss_D: -1.2248 Loss_G: -3.3045, Wasserstein_dist:1.6405, vae_loss_seen:362.8096 GZSL: seen=0.3722, unseen=0.4567, h=0.4102 ZSL: unseen accuracy=0.6394
[362/400]  Loss_D: -1.1637 Loss_G: -3.3454, Wasserstein_dist:1.5967, vae_loss_seen:345.3188 GZSL: seen=0.3882, unseen=0.4606, h=0.4213 ZSL: unseen accuracy=0.6385
[363/400]  Loss_D: -1.2808 Loss_G: -2.9948, Wasserstein_dist:1.7107, vae_loss_seen:350.8177 GZSL: seen=0.3873, unseen=0.4452, h=0.4142 ZSL: unseen accuracy=0.6529
[364/400]  Loss_D: -1.3069 Loss_G: -3.2269, Wasserstein_dist:1.7199, vae_loss_seen:345.2430 GZSL: seen=0.3787, unseen=0.4356, h=0.4051 ZSL: unseen accuracy=0.6452
[365/400]  Loss_D: -1.1596 Loss_G: -3.4821, Wasserstein_dist:1.5829, vae_loss_seen:363.9034 GZSL: seen=0.3936, unseen=0.4433, h=0.4170 ZSL: unseen accuracy=0.6442
[366/400]  Loss_D: -1.1356 Loss_G: -3.5721, Wasserstein_dist:1.5712, vae_loss_seen:352.3798 GZSL: seen=0.3765, unseen=0.4635, h=0.4155 ZSL: unseen accuracy=0.6385
[367/400]  Loss_D: -1.2088 Loss_G: -2.9581, Wasserstein_dist:1.6383, vae_loss_seen:341.8668 GZSL: seen=0.4011, unseen=0.4144, h=0.4076 ZSL: unseen accuracy=0.6385
[368/400]  Loss_D: -1.1862 Loss_G: -3.1231, Wasserstein_dist:1.5853, vae_loss_seen:356.4177 GZSL: seen=0.3896, unseen=0.4337, h=0.4104 ZSL: unseen accuracy=0.6404
[369/400]  Loss_D: -1.2989 Loss_G: -3.2109, Wasserstein_dist:1.7689, vae_loss_seen:348.5123 GZSL: seen=0.3897, unseen=0.4462, h=0.4160 ZSL: unseen accuracy=0.6375
[370/400]  Loss_D: -1.3294 Loss_G: -3.4342, Wasserstein_dist:1.7920, vae_loss_seen:361.4805 GZSL: seen=0.3768, unseen=0.4481, h=0.4094 ZSL: unseen accuracy=0.6375
[371/400]  Loss_D: -1.2042 Loss_G: -3.4610, Wasserstein_dist:1.6208, vae_loss_seen:356.6092 GZSL: seen=0.3881, unseen=0.4481, h=0.4159 ZSL: unseen accuracy=0.6365
[372/400]  Loss_D: -1.1291 Loss_G: -2.9866, Wasserstein_dist:1.5392, vae_loss_seen:345.0684 GZSL: seen=0.3967, unseen=0.4365, h=0.4157 ZSL: unseen accuracy=0.6433
[373/400]  Loss_D: -1.2051 Loss_G: -3.2600, Wasserstein_dist:1.6339, vae_loss_seen:341.4341 GZSL: seen=0.3628, unseen=0.4885, h=0.4164 ZSL: unseen accuracy=0.6471
[374/400]  Loss_D: -1.2700 Loss_G: -3.3969, Wasserstein_dist:1.7374, vae_loss_seen:356.8580 GZSL: seen=0.3827, unseen=0.4490, h=0.4132 ZSL: unseen accuracy=0.6298
[375/400]  Loss_D: -1.1280 Loss_G: -3.1916, Wasserstein_dist:1.4780, vae_loss_seen:360.9887 GZSL: seen=0.3945, unseen=0.4279, h=0.4105 ZSL: unseen accuracy=0.6337
[376/400]  Loss_D: -1.1276 Loss_G: -2.6961, Wasserstein_dist:1.5100, vae_loss_seen:338.0204 GZSL: seen=0.3697, unseen=0.4596, h=0.4098 ZSL: unseen accuracy=0.6288
[377/400]  Loss_D: -1.2718 Loss_G: -3.1849, Wasserstein_dist:1.7444, vae_loss_seen:358.7567 GZSL: seen=0.3804, unseen=0.4654, h=0.4186 ZSL: unseen accuracy=0.6346
[378/400]  Loss_D: -1.1974 Loss_G: -2.9349, Wasserstein_dist:1.5811, vae_loss_seen:337.7167 GZSL: seen=0.3553, unseen=0.4933, h=0.4131 ZSL: unseen accuracy=0.6471
[379/400]  Loss_D: -1.1949 Loss_G: -3.1947, Wasserstein_dist:1.6127, vae_loss_seen:340.7049 GZSL: seen=0.3983, unseen=0.4327, h=0.4148 ZSL: unseen accuracy=0.6327
[380/400]  Loss_D: -1.2938 Loss_G: -3.2199, Wasserstein_dist:1.7673, vae_loss_seen:341.9502 GZSL: seen=0.3883, unseen=0.4510, h=0.4173 ZSL: unseen accuracy=0.6394
[381/400]  Loss_D: -1.3017 Loss_G: -3.3420, Wasserstein_dist:1.7731, vae_loss_seen:356.5504 GZSL: seen=0.3577, unseen=0.4760, h=0.4084 ZSL: unseen accuracy=0.6317
[382/400]  Loss_D: -1.3388 Loss_G: -3.2885, Wasserstein_dist:1.8396, vae_loss_seen:375.4187 GZSL: seen=0.3704, unseen=0.4769, h=0.4170 ZSL: unseen accuracy=0.6442
[383/400]  Loss_D: -1.2526 Loss_G: -3.2068, Wasserstein_dist:1.7042, vae_loss_seen:366.7423 GZSL: seen=0.3769, unseen=0.4510, h=0.4106 ZSL: unseen accuracy=0.6298
[384/400]  Loss_D: -1.1283 Loss_G: -3.1995, Wasserstein_dist:1.5612, vae_loss_seen:352.5175 GZSL: seen=0.3984, unseen=0.4433, h=0.4196 ZSL: unseen accuracy=0.6529
[385/400]  Loss_D: -1.3072 Loss_G: -3.0409, Wasserstein_dist:1.7590, vae_loss_seen:357.3141 GZSL: seen=0.4074, unseen=0.4221, h=0.4146 ZSL: unseen accuracy=0.6346
[386/400]  Loss_D: -1.2405 Loss_G: -3.1070, Wasserstein_dist:1.6378, vae_loss_seen:360.0111 GZSL: seen=0.3739, unseen=0.4644, h=0.4143 ZSL: unseen accuracy=0.6346
[387/400]  Loss_D: -1.1594 Loss_G: -3.0708, Wasserstein_dist:1.5545, vae_loss_seen:346.0609 GZSL: seen=0.3832, unseen=0.4587, h=0.4176 ZSL: unseen accuracy=0.6490
[388/400]  Loss_D: -1.2266 Loss_G: -2.9360, Wasserstein_dist:1.5817, vae_loss_seen:354.2151 GZSL: seen=0.3836, unseen=0.4548, h=0.4162 ZSL: unseen accuracy=0.6413
