HYPER-PARAMETERS
[114/400]  Loss_D: -1.8259 Loss_G: -2.3278, Wasserstein_dist:2.4361, vae_loss_seen:341.4969 GZSL: seen=0.3686, unseen=0.4667, h=0.4119 ZSL: unseen accuracy=0.6424
[115/400]  Loss_D: -1.7935 Loss_G: -1.9599, Wasserstein_dist:2.4379, vae_loss_seen:344.0612 GZSL: seen=0.3667, unseen=0.4569, h=0.4069 ZSL: unseen accuracy=0.6403
[116/400]  Loss_D: -1.8071 Loss_G: -2.0327, Wasserstein_dist:2.4909, vae_loss_seen:359.3315 GZSL: seen=0.3589, unseen=0.4736, h=0.4084 ZSL: unseen accuracy=0.6444
[117/400]  Loss_D: -1.8400 Loss_G: -2.1095, Wasserstein_dist:2.5153, vae_loss_seen:358.5638 GZSL: seen=0.3798, unseen=0.4354, h=0.4057 ZSL: unseen accuracy=0.6451
[118/400]  Loss_D: -1.8029 Loss_G: -1.8483, Wasserstein_dist:2.4883, vae_loss_seen:345.1116 GZSL: seen=0.3481, unseen=0.5028, h=0.4114 ZSL: unseen accuracy=0.6521
[119/400]  Loss_D: -1.7395 Loss_G: -2.0857, Wasserstein_dist:2.3081, vae_loss_seen:348.1522 GZSL: seen=0.3849, unseen=0.4396, h=0.4104 ZSL: unseen accuracy=0.6500
[120/400]  Loss_D: -1.6571 Loss_G: -1.9169, Wasserstein_dist:2.2371, vae_loss_seen:345.8422 GZSL: seen=0.3736, unseen=0.4382, h=0.4034 ZSL: unseen accuracy=0.6465
[121/400]  Loss_D: -1.8170 Loss_G: -1.8528, Wasserstein_dist:2.4382, vae_loss_seen:361.3241 GZSL: seen=0.3752, unseen=0.4437, h=0.4066 ZSL: unseen accuracy=0.6451
[122/400]  Loss_D: -1.7813 Loss_G: -2.2301, Wasserstein_dist:2.4196, vae_loss_seen:351.7871 GZSL: seen=0.3605, unseen=0.4757, h=0.4101 ZSL: unseen accuracy=0.6368
[123/400]  Loss_D: -1.7005 Loss_G: -1.9902, Wasserstein_dist:2.2733, vae_loss_seen:354.9460 GZSL: seen=0.3632, unseen=0.4715, h=0.4103 ZSL: unseen accuracy=0.6340
[124/400]  Loss_D: -1.6384 Loss_G: -1.9737, Wasserstein_dist:2.2347, vae_loss_seen:331.3810 GZSL: seen=0.3674, unseen=0.4750, h=0.4144 ZSL: unseen accuracy=0.6396
[125/400]  Loss_D: -1.8122 Loss_G: -2.3148, Wasserstein_dist:2.5247, vae_loss_seen:359.5291 GZSL: seen=0.3597, unseen=0.4674, h=0.4065 ZSL: unseen accuracy=0.6431
[126/400]  Loss_D: -1.7709 Loss_G: -2.0898, Wasserstein_dist:2.3942, vae_loss_seen:343.6166 GZSL: seen=0.4008, unseen=0.4306, h=0.4151 ZSL: unseen accuracy=0.6410
[127/400]  Loss_D: -1.5987 Loss_G: -1.8596, Wasserstein_dist:2.1112, vae_loss_seen:337.3272 GZSL: seen=0.3705, unseen=0.4715, h=0.4150 ZSL: unseen accuracy=0.6451
[128/400]  Loss_D: -1.6659 Loss_G: -2.1355, Wasserstein_dist:2.3095, vae_loss_seen:337.0312 GZSL: seen=0.3671, unseen=0.4604, h=0.4085 ZSL: unseen accuracy=0.6389
[129/400]  Loss_D: -1.8381 Loss_G: -2.2488, Wasserstein_dist:2.4870, vae_loss_seen:365.3390 GZSL: seen=0.3798, unseen=0.4479, h=0.4111 ZSL: unseen accuracy=0.6458
[130/400]  Loss_D: -1.7181 Loss_G: -2.0827, Wasserstein_dist:2.3730, vae_loss_seen:365.2657 GZSL: seen=0.3651, unseen=0.4646, h=0.4089 ZSL: unseen accuracy=0.6437
[131/400]  Loss_D: -1.6995 Loss_G: -2.2711, Wasserstein_dist:2.3785, vae_loss_seen:350.7408 GZSL: seen=0.3729, unseen=0.4556, h=0.4101 ZSL: unseen accuracy=0.6368
[132/400]  Loss_D: -1.8013 Loss_G: -1.8001, Wasserstein_dist:2.3632, vae_loss_seen:367.3841 GZSL: seen=0.3729, unseen=0.4514, h=0.4084 ZSL: unseen accuracy=0.6333
[133/400]  Loss_D: -1.7762 Loss_G: -2.1194, Wasserstein_dist:2.3817, vae_loss_seen:355.8440 GZSL: seen=0.3682, unseen=0.4556, h=0.4073 ZSL: unseen accuracy=0.6368
[134/400]  Loss_D: -1.6729 Loss_G: -2.1062, Wasserstein_dist:2.2063, vae_loss_seen:355.7403 GZSL: seen=0.3674, unseen=0.4597, h=0.4084 ZSL: unseen accuracy=0.6479
[135/400]  Loss_D: -1.5666 Loss_G: -2.1002, Wasserstein_dist:2.0855, vae_loss_seen:349.7174 GZSL: seen=0.3740, unseen=0.4465, h=0.4071 ZSL: unseen accuracy=0.6375
[136/400]  Loss_D: -1.8278 Loss_G: -2.2024, Wasserstein_dist:2.4501, vae_loss_seen:350.1486 GZSL: seen=0.3605, unseen=0.4715, h=0.4086 ZSL: unseen accuracy=0.6417
[137/400]  Loss_D: -1.8645 Loss_G: -2.1744, Wasserstein_dist:2.4891, vae_loss_seen:346.7552 GZSL: seen=0.3558, unseen=0.4826, h=0.4096 ZSL: unseen accuracy=0.6375
[138/400]  Loss_D: -1.7883 Loss_G: -2.2965, Wasserstein_dist:2.4203, vae_loss_seen:359.8444 GZSL: seen=0.3698, unseen=0.4556, h=0.4082 ZSL: unseen accuracy=0.6312
[139/400]  Loss_D: -1.7640 Loss_G: -2.0100, Wasserstein_dist:2.3123, vae_loss_seen:360.1219 GZSL: seen=0.3837, unseen=0.4417, h=0.4107 ZSL: unseen accuracy=0.6479
[140/400]  Loss_D: -1.7294 Loss_G: -2.2100, Wasserstein_dist:2.2476, vae_loss_seen:350.2408 GZSL: seen=0.3841, unseen=0.4389, h=0.4097 ZSL: unseen accuracy=0.6437
[141/400]  Loss_D: -1.6578 Loss_G: -2.2354, Wasserstein_dist:2.1977, vae_loss_seen:352.3328 GZSL: seen=0.3709, unseen=0.4486, h=0.4061 ZSL: unseen accuracy=0.6306
[142/400]  Loss_D: -1.5640 Loss_G: -2.2203, Wasserstein_dist:2.1162, vae_loss_seen:357.6494 GZSL: seen=0.3895, unseen=0.4319, h=0.4096 ZSL: unseen accuracy=0.6347
[143/400]  Loss_D: -1.6728 Loss_G: -2.2155, Wasserstein_dist:2.2289, vae_loss_seen:347.7341 GZSL: seen=0.3690, unseen=0.4583, h=0.4088 ZSL: unseen accuracy=0.6361
[144/400]  Loss_D: -1.8863 Loss_G: -2.5108, Wasserstein_dist:2.5554, vae_loss_seen:363.5585 GZSL: seen=0.3919, unseen=0.4319, h=0.4109 ZSL: unseen accuracy=0.6333
[145/400]  Loss_D: -1.7501 Loss_G: -1.9883, Wasserstein_dist:2.2375, vae_loss_seen:354.6161 GZSL: seen=0.3783, unseen=0.4611, h=0.4156 ZSL: unseen accuracy=0.6382
[146/400]  Loss_D: -1.6952 Loss_G: -2.5894, Wasserstein_dist:2.3462, vae_loss_seen:356.5027 GZSL: seen=0.3698, unseen=0.4528, h=0.4071 ZSL: unseen accuracy=0.6396
[147/400]  Loss_D: -1.7028 Loss_G: -2.2845, Wasserstein_dist:2.3014, vae_loss_seen:361.7672 GZSL: seen=0.3535, unseen=0.4882, h=0.4101 ZSL: unseen accuracy=0.6417
[148/400]  Loss_D: -1.5877 Loss_G: -1.9933, Wasserstein_dist:2.1243, vae_loss_seen:355.0490 GZSL: seen=0.3899, unseen=0.4389, h=0.4130 ZSL: unseen accuracy=0.6389
[149/400]  Loss_D: -1.7729 Loss_G: -2.3243, Wasserstein_dist:2.4701, vae_loss_seen:357.2983 GZSL: seen=0.3512, unseen=0.4944, h=0.4107 ZSL: unseen accuracy=0.6417
[150/400]  Loss_D: -1.7422 Loss_G: -2.3135, Wasserstein_dist:2.3479, vae_loss_seen:346.6487 GZSL: seen=0.3733, unseen=0.4639, h=0.4137 ZSL: unseen accuracy=0.6424
[151/400]  Loss_D: -1.6249 Loss_G: -2.2521, Wasserstein_dist:2.1805, vae_loss_seen:349.5336 GZSL: seen=0.3729, unseen=0.4743, h=0.4175 ZSL: unseen accuracy=0.6458
[152/400]  Loss_D: -1.7786 Loss_G: -2.3535, Wasserstein_dist:2.3673, vae_loss_seen:356.2494 GZSL: seen=0.3729, unseen=0.4528, h=0.4090 ZSL: unseen accuracy=0.6333
[153/400]  Loss_D: -1.6835 Loss_G: -2.1473, Wasserstein_dist:2.2961, vae_loss_seen:350.8547 GZSL: seen=0.3950, unseen=0.4340, h=0.4136 ZSL: unseen accuracy=0.6417
[154/400]  Loss_D: -1.5396 Loss_G: -2.1488, Wasserstein_dist:2.0999, vae_loss_seen:334.3613 GZSL: seen=0.3802, unseen=0.4667, h=0.4190 ZSL: unseen accuracy=0.6361
[155/400]  Loss_D: -1.6225 Loss_G: -2.0495, Wasserstein_dist:2.1648, vae_loss_seen:346.6530 GZSL: seen=0.3779, unseen=0.4674, h=0.4179 ZSL: unseen accuracy=0.6465
[156/400]  Loss_D: -1.5545 Loss_G: -2.2868, Wasserstein_dist:2.1354, vae_loss_seen:360.6350 GZSL: seen=0.3570, unseen=0.4819, h=0.4102 ZSL: unseen accuracy=0.6465
[157/400]  Loss_D: -1.7462 Loss_G: -2.2138, Wasserstein_dist:2.2402, vae_loss_seen:370.8722 GZSL: seen=0.3702, unseen=0.4521, h=0.4070 ZSL: unseen accuracy=0.6326
[158/400]  Loss_D: -1.6130 Loss_G: -1.8930, Wasserstein_dist:2.0779, vae_loss_seen:343.0342 GZSL: seen=0.3729, unseen=0.4590, h=0.4115 ZSL: unseen accuracy=0.6514
[159/400]  Loss_D: -1.5617 Loss_G: -2.1738, Wasserstein_dist:2.0803, vae_loss_seen:346.1459 GZSL: seen=0.3748, unseen=0.4507, h=0.4093 ZSL: unseen accuracy=0.6396
[160/400]  Loss_D: -1.6020 Loss_G: -2.2071, Wasserstein_dist:2.1371, vae_loss_seen:345.1490 GZSL: seen=0.3547, unseen=0.4847, h=0.4096 ZSL: unseen accuracy=0.6403
[161/400]  Loss_D: -1.5374 Loss_G: -2.1544, Wasserstein_dist:2.0622, vae_loss_seen:334.5689 GZSL: seen=0.3756, unseen=0.4618, h=0.4143 ZSL: unseen accuracy=0.6375
[162/400]  Loss_D: -1.5299 Loss_G: -2.0749, Wasserstein_dist:2.0964, vae_loss_seen:353.6050 GZSL: seen=0.3744, unseen=0.4542, h=0.4105 ZSL: unseen accuracy=0.6382
[163/400]  Loss_D: -1.7222 Loss_G: -2.5556, Wasserstein_dist:2.3018, vae_loss_seen:369.7751 GZSL: seen=0.3616, unseen=0.4847, h=0.4142 ZSL: unseen accuracy=0.6458
[164/400]  Loss_D: -1.6596 Loss_G: -2.4449, Wasserstein_dist:2.1624, vae_loss_seen:368.4990 GZSL: seen=0.3500, unseen=0.4861, h=0.4070 ZSL: unseen accuracy=0.6417
[165/400]  Loss_D: -1.6156 Loss_G: -2.2023, Wasserstein_dist:2.2064, vae_loss_seen:360.0358 GZSL: seen=0.3841, unseen=0.4500, h=0.4145 ZSL: unseen accuracy=0.6340
[166/400]  Loss_D: -1.5953 Loss_G: -2.1047, Wasserstein_dist:2.0680, vae_loss_seen:356.1184 GZSL: seen=0.3740, unseen=0.4569, h=0.4114 ZSL: unseen accuracy=0.6424
[167/400]  Loss_D: -1.5619 Loss_G: -2.2173, Wasserstein_dist:2.1614, vae_loss_seen:333.5665 GZSL: seen=0.3783, unseen=0.4465, h=0.4096 ZSL: unseen accuracy=0.6375
[168/400]  Loss_D: -1.5286 Loss_G: -2.2502, Wasserstein_dist:2.0734, vae_loss_seen:328.9805 GZSL: seen=0.3798, unseen=0.4514, h=0.4125 ZSL: unseen accuracy=0.6347
[169/400]  Loss_D: -1.5681 Loss_G: -2.2425, Wasserstein_dist:2.0506, vae_loss_seen:353.9517 GZSL: seen=0.3837, unseen=0.4437, h=0.4116 ZSL: unseen accuracy=0.6285
[170/400]  Loss_D: -1.5672 Loss_G: -2.2418, Wasserstein_dist:2.0738, vae_loss_seen:351.6281 GZSL: seen=0.3748, unseen=0.4486, h=0.4084 ZSL: unseen accuracy=0.6333
[171/400]  Loss_D: -1.5776 Loss_G: -2.3436, Wasserstein_dist:2.1958, vae_loss_seen:341.3067 GZSL: seen=0.3787, unseen=0.4368, h=0.4057 ZSL: unseen accuracy=0.6451
[172/400]  Loss_D: -1.5561 Loss_G: -2.2966, Wasserstein_dist:2.1288, vae_loss_seen:336.2112 GZSL: seen=0.3841, unseen=0.4424, h=0.4112 ZSL: unseen accuracy=0.6403
[173/400]  Loss_D: -1.7287 Loss_G: -2.7050, Wasserstein_dist:2.4107, vae_loss_seen:352.4263 GZSL: seen=0.3612, unseen=0.4771, h=0.4112 ZSL: unseen accuracy=0.6333
[174/400]  Loss_D: -1.6653 Loss_G: -2.5195, Wasserstein_dist:2.2162, vae_loss_seen:356.3604 GZSL: seen=0.3953, unseen=0.4250, h=0.4096 ZSL: unseen accuracy=0.6319
[175/400]  Loss_D: -1.4103 Loss_G: -2.2628, Wasserstein_dist:1.9008, vae_loss_seen:344.1644 GZSL: seen=0.3942, unseen=0.4306, h=0.4116 ZSL: unseen accuracy=0.6417
[176/400]  Loss_D: -1.7061 Loss_G: -2.6457, Wasserstein_dist:2.2830, vae_loss_seen:368.9743 GZSL: seen=0.3806, unseen=0.4486, h=0.4118 ZSL: unseen accuracy=0.6431
[177/400]  Loss_D: -1.6359 Loss_G: -2.2520, Wasserstein_dist:2.1789, vae_loss_seen:342.7654 GZSL: seen=0.3965, unseen=0.4306, h=0.4128 ZSL: unseen accuracy=0.6424
[178/400]  Loss_D: -1.6575 Loss_G: -2.3545, Wasserstein_dist:2.2366, vae_loss_seen:354.7374 GZSL: seen=0.3655, unseen=0.4750, h=0.4131 ZSL: unseen accuracy=0.6437
[179/400]  Loss_D: -1.6043 Loss_G: -2.3298, Wasserstein_dist:2.0830, vae_loss_seen:368.7287 GZSL: seen=0.3984, unseen=0.4403, h=0.4183 ZSL: unseen accuracy=0.6458
[180/400]  Loss_D: -1.6825 Loss_G: -2.2068, Wasserstein_dist:2.2172, vae_loss_seen:345.1573 GZSL: seen=0.3864, unseen=0.4444, h=0.4134 ZSL: unseen accuracy=0.6417
[181/400]  Loss_D: -1.5066 Loss_G: -2.1667, Wasserstein_dist:1.9811, vae_loss_seen:354.8150 GZSL: seen=0.3539, unseen=0.4833, h=0.4086 ZSL: unseen accuracy=0.6312
[182/400]  Loss_D: -1.4914 Loss_G: -2.3241, Wasserstein_dist:1.9723, vae_loss_seen:360.2864 GZSL: seen=0.3969, unseen=0.4257, h=0.4108 ZSL: unseen accuracy=0.6417
[183/400]  Loss_D: -1.6880 Loss_G: -2.5969, Wasserstein_dist:2.3024, vae_loss_seen:351.9613 GZSL: seen=0.3876, unseen=0.4583, h=0.4200 ZSL: unseen accuracy=0.6396
[184/400]  Loss_D: -1.5226 Loss_G: -2.3154, Wasserstein_dist:2.1197, vae_loss_seen:344.5543 GZSL: seen=0.3826, unseen=0.4389, h=0.4088 ZSL: unseen accuracy=0.6361
[185/400]  Loss_D: -1.4850 Loss_G: -2.3138, Wasserstein_dist:2.0556, vae_loss_seen:338.8607 GZSL: seen=0.3508, unseen=0.4840, h=0.4068 ZSL: unseen accuracy=0.6424
[186/400]  Loss_D: -1.6698 Loss_G: -2.4713, Wasserstein_dist:2.2859, vae_loss_seen:365.7864 GZSL: seen=0.3663, unseen=0.4792, h=0.4152 ZSL: unseen accuracy=0.6444
[187/400]  Loss_D: -1.5590 Loss_G: -2.3053, Wasserstein_dist:2.1554, vae_loss_seen:344.6277 GZSL: seen=0.3616, unseen=0.4785, h=0.4119 ZSL: unseen accuracy=0.6431
[188/400]  Loss_D: -1.5765 Loss_G: -2.4659, Wasserstein_dist:2.1447, vae_loss_seen:348.3611 GZSL: seen=0.3849, unseen=0.4493, h=0.4146 ZSL: unseen accuracy=0.6444
[189/400]  Loss_D: -1.4574 Loss_G: -2.1652, Wasserstein_dist:2.1126, vae_loss_seen:332.4381 GZSL: seen=0.3779, unseen=0.4437, h=0.4082 ZSL: unseen accuracy=0.6465
[190/400]  Loss_D: -1.5715 Loss_G: -2.2827, Wasserstein_dist:2.1016, vae_loss_seen:349.3426 GZSL: seen=0.3872, unseen=0.4382, h=0.4111 ZSL: unseen accuracy=0.6250
[191/400]  Loss_D: -1.5914 Loss_G: -2.1967, Wasserstein_dist:2.1633, vae_loss_seen:351.4485 GZSL: seen=0.3752, unseen=0.4403, h=0.4051 ZSL: unseen accuracy=0.6333
[192/400]  Loss_D: -1.5605 Loss_G: -2.5117, Wasserstein_dist:2.1566, vae_loss_seen:334.0486 GZSL: seen=0.3911, unseen=0.4326, h=0.4108 ZSL: unseen accuracy=0.6257
[193/400]  Loss_D: -1.6772 Loss_G: -2.4799, Wasserstein_dist:2.2501, vae_loss_seen:351.2164 GZSL: seen=0.3705, unseen=0.4736, h=0.4158 ZSL: unseen accuracy=0.6514
[194/400]  Loss_D: -1.4510 Loss_G: -2.3243, Wasserstein_dist:2.0687, vae_loss_seen:339.0887 GZSL: seen=0.3620, unseen=0.4736, h=0.4104 ZSL: unseen accuracy=0.6396
[195/400]  Loss_D: -1.5083 Loss_G: -2.4665, Wasserstein_dist:2.0099, vae_loss_seen:342.1604 GZSL: seen=0.3647, unseen=0.4889, h=0.4178 ZSL: unseen accuracy=0.6396
[196/400]  Loss_D: -1.5245 Loss_G: -2.0532, Wasserstein_dist:2.0908, vae_loss_seen:352.1601 GZSL: seen=0.3961, unseen=0.4271, h=0.4110 ZSL: unseen accuracy=0.6424
[197/400]  Loss_D: -1.5027 Loss_G: -2.4961, Wasserstein_dist:1.9900, vae_loss_seen:371.3403 GZSL: seen=0.3872, unseen=0.4382, h=0.4111 ZSL: unseen accuracy=0.6361
[198/400]  Loss_D: -1.5039 Loss_G: -2.6073, Wasserstein_dist:2.0347, vae_loss_seen:353.8428 GZSL: seen=0.3550, unseen=0.4715, h=0.4051 ZSL: unseen accuracy=0.6361
[199/400]  Loss_D: -1.5228 Loss_G: -2.1329, Wasserstein_dist:2.0537, vae_loss_seen:338.8974 GZSL: seen=0.3860, unseen=0.4556, h=0.4179 ZSL: unseen accuracy=0.6424
[200/400]  Loss_D: -1.5403 Loss_G: -2.8577, Wasserstein_dist:2.1902, vae_loss_seen:351.1197 GZSL: seen=0.3550, unseen=0.4826, h=0.4091 ZSL: unseen accuracy=0.6292
[201/400]  Loss_D: -1.5785 Loss_G: -2.5936, Wasserstein_dist:2.1148, vae_loss_seen:355.7481 GZSL: seen=0.3946, unseen=0.4292, h=0.4111 ZSL: unseen accuracy=0.6375
[202/400]  Loss_D: -1.4817 Loss_G: -2.6825, Wasserstein_dist:2.1233, vae_loss_seen:343.5257 GZSL: seen=0.3709, unseen=0.4694, h=0.4144 ZSL: unseen accuracy=0.6396
[203/400]  Loss_D: -1.5950 Loss_G: -2.4277, Wasserstein_dist:2.1997, vae_loss_seen:341.9631 GZSL: seen=0.4050, unseen=0.4132, h=0.4091 ZSL: unseen accuracy=0.6382
[204/400]  Loss_D: -1.4495 Loss_G: -2.1892, Wasserstein_dist:1.9221, vae_loss_seen:335.0788 GZSL: seen=0.3628, unseen=0.4847, h=0.4150 ZSL: unseen accuracy=0.6396
[205/400]  Loss_D: -1.5957 Loss_G: -2.6665, Wasserstein_dist:2.2558, vae_loss_seen:350.6190 GZSL: seen=0.3922, unseen=0.4382, h=0.4140 ZSL: unseen accuracy=0.6479
[206/400]  Loss_D: -1.6648 Loss_G: -2.5132, Wasserstein_dist:2.2472, vae_loss_seen:350.0998 GZSL: seen=0.3911, unseen=0.4465, h=0.4170 ZSL: unseen accuracy=0.6340
[207/400]  Loss_D: -1.3365 Loss_G: -2.4586, Wasserstein_dist:1.8682, vae_loss_seen:345.9041 GZSL: seen=0.3872, unseen=0.4361, h=0.4102 ZSL: unseen accuracy=0.6417
[208/400]  Loss_D: -1.5357 Loss_G: -2.2270, Wasserstein_dist:2.0267, vae_loss_seen:349.8938 GZSL: seen=0.3624, unseen=0.4722, h=0.4101 ZSL: unseen accuracy=0.6319
[209/400]  Loss_D: -1.3784 Loss_G: -2.0956, Wasserstein_dist:1.8361, vae_loss_seen:339.0832 GZSL: seen=0.3748, unseen=0.4535, h=0.4104 ZSL: unseen accuracy=0.6410
[210/400]  Loss_D: -1.5119 Loss_G: -2.5688, Wasserstein_dist:2.0878, vae_loss_seen:345.7725 GZSL: seen=0.3647, unseen=0.4687, h=0.4102 ZSL: unseen accuracy=0.6472
[211/400]  Loss_D: -1.4698 Loss_G: -2.0651, Wasserstein_dist:1.9006, vae_loss_seen:359.0764 GZSL: seen=0.3473, unseen=0.4903, h=0.4066 ZSL: unseen accuracy=0.6299
[212/400]  Loss_D: -1.5166 Loss_G: -2.3145, Wasserstein_dist:2.0087, vae_loss_seen:352.1702 GZSL: seen=0.3899, unseen=0.4465, h=0.4163 ZSL: unseen accuracy=0.6319
[213/400]  Loss_D: -1.4924 Loss_G: -2.4144, Wasserstein_dist:1.9853, vae_loss_seen:347.1617 GZSL: seen=0.3880, unseen=0.4451, h=0.4146 ZSL: unseen accuracy=0.6396
[214/400]  Loss_D: -1.4544 Loss_G: -2.4442, Wasserstein_dist:1.9174, vae_loss_seen:338.6293 GZSL: seen=0.4008, unseen=0.4187, h=0.4096 ZSL: unseen accuracy=0.6333
[215/400]  Loss_D: -1.5374 Loss_G: -2.3139, Wasserstein_dist:2.0737, vae_loss_seen:349.9754 GZSL: seen=0.3612, unseen=0.4736, h=0.4099 ZSL: unseen accuracy=0.6410
[216/400]  Loss_D: -1.5015 Loss_G: -2.3434, Wasserstein_dist:1.9502, vae_loss_seen:344.7889 GZSL: seen=0.3709, unseen=0.4556, h=0.4089 ZSL: unseen accuracy=0.6424
[217/400]  Loss_D: -1.4751 Loss_G: -2.6933, Wasserstein_dist:2.0632, vae_loss_seen:339.7126 GZSL: seen=0.3771, unseen=0.4549, h=0.4124 ZSL: unseen accuracy=0.6312
[218/400]  Loss_D: -1.3411 Loss_G: -2.5961, Wasserstein_dist:1.9303, vae_loss_seen:342.2717 GZSL: seen=0.3647, unseen=0.4701, h=0.4108 ZSL: unseen accuracy=0.6340
[219/400]  Loss_D: -1.3830 Loss_G: -2.3178, Wasserstein_dist:1.8611, vae_loss_seen:328.0449 GZSL: seen=0.3678, unseen=0.4743, h=0.4143 ZSL: unseen accuracy=0.6354
[220/400]  Loss_D: -1.4354 Loss_G: -2.5528, Wasserstein_dist:1.9772, vae_loss_seen:331.6214 GZSL: seen=0.3911, unseen=0.4444, h=0.4161 ZSL: unseen accuracy=0.6326
[221/400]  Loss_D: -1.5803 Loss_G: -2.5499, Wasserstein_dist:2.0793, vae_loss_seen:358.2437 GZSL: seen=0.3709, unseen=0.4701, h=0.4147 ZSL: unseen accuracy=0.6326
[222/400]  Loss_D: -1.4891 Loss_G: -2.5348, Wasserstein_dist:2.0117, vae_loss_seen:336.1577 GZSL: seen=0.3705, unseen=0.4687, h=0.4139 ZSL: unseen accuracy=0.6292
[223/400]  Loss_D: -1.5629 Loss_G: -2.1624, Wasserstein_dist:2.0463, vae_loss_seen:359.6192 GZSL: seen=0.3864, unseen=0.4403, h=0.4116 ZSL: unseen accuracy=0.6347
[224/400]  Loss_D: -1.4881 Loss_G: -2.2939, Wasserstein_dist:2.0277, vae_loss_seen:338.9635 GZSL: seen=0.3678, unseen=0.4757, h=0.4149 ZSL: unseen accuracy=0.6431
[225/400]  Loss_D: -1.5978 Loss_G: -2.5791, Wasserstein_dist:2.1921, vae_loss_seen:349.6580 GZSL: seen=0.3674, unseen=0.4819, h=0.4170 ZSL: unseen accuracy=0.6361
[226/400]  Loss_D: -1.5799 Loss_G: -2.5485, Wasserstein_dist:2.1116, vae_loss_seen:352.6146 GZSL: seen=0.3651, unseen=0.4514, h=0.4037 ZSL: unseen accuracy=0.6382
[227/400]  Loss_D: -1.6085 Loss_G: -2.8163, Wasserstein_dist:2.1134, vae_loss_seen:360.5980 GZSL: seen=0.3682, unseen=0.4653, h=0.4111 ZSL: unseen accuracy=0.6396
[228/400]  Loss_D: -1.4418 Loss_G: -2.5544, Wasserstein_dist:1.9052, vae_loss_seen:343.5394 GZSL: seen=0.3764, unseen=0.4757, h=0.4202 ZSL: unseen accuracy=0.6437
[229/400]  Loss_D: -1.4932 Loss_G: -2.4595, Wasserstein_dist:2.0620, vae_loss_seen:345.0917 GZSL: seen=0.3674, unseen=0.4694, h=0.4122 ZSL: unseen accuracy=0.6417
[230/400]  Loss_D: -1.4669 Loss_G: -2.2722, Wasserstein_dist:1.9299, vae_loss_seen:343.3270 GZSL: seen=0.3868, unseen=0.4417, h=0.4124 ZSL: unseen accuracy=0.6340
[231/400]  Loss_D: -1.5725 Loss_G: -2.3612, Wasserstein_dist:2.0742, vae_loss_seen:352.6740 GZSL: seen=0.3934, unseen=0.4542, h=0.4216 ZSL: unseen accuracy=0.6486
[232/400]  Loss_D: -1.6172 Loss_G: -2.6264, Wasserstein_dist:2.1994, vae_loss_seen:356.6536 GZSL: seen=0.4027, unseen=0.4375, h=0.4194 ZSL: unseen accuracy=0.6354
[233/400]  Loss_D: -1.5920 Loss_G: -2.7684, Wasserstein_dist:2.1646, vae_loss_seen:353.8663 GZSL: seen=0.3729, unseen=0.4674, h=0.4148 ZSL: unseen accuracy=0.6340
[234/400]  Loss_D: -1.5926 Loss_G: -2.8142, Wasserstein_dist:2.1617, vae_loss_seen:357.2828 GZSL: seen=0.3694, unseen=0.4764, h=0.4161 ZSL: unseen accuracy=0.6410
[235/400]  Loss_D: -1.3746 Loss_G: -2.5661, Wasserstein_dist:1.8380, vae_loss_seen:370.1111 GZSL: seen=0.3713, unseen=0.4667, h=0.4136 ZSL: unseen accuracy=0.6333
[236/400]  Loss_D: -1.3346 Loss_G: -2.2696, Wasserstein_dist:1.7735, vae_loss_seen:347.4149 GZSL: seen=0.3678, unseen=0.4750, h=0.4146 ZSL: unseen accuracy=0.6382
[237/400]  Loss_D: -1.4176 Loss_G: -2.6392, Wasserstein_dist:1.8712, vae_loss_seen:366.5038 GZSL: seen=0.3686, unseen=0.4667, h=0.4119 ZSL: unseen accuracy=0.6368
[238/400]  Loss_D: -1.3663 Loss_G: -2.7301, Wasserstein_dist:1.9200, vae_loss_seen:330.2787 GZSL: seen=0.3853, unseen=0.4306, h=0.4067 ZSL: unseen accuracy=0.6292
[239/400]  Loss_D: -1.4617 Loss_G: -2.3888, Wasserstein_dist:1.9783, vae_loss_seen:335.8543 GZSL: seen=0.3717, unseen=0.4611, h=0.4116 ZSL: unseen accuracy=0.6236
[240/400]  Loss_D: -1.4502 Loss_G: -2.6157, Wasserstein_dist:1.9415, vae_loss_seen:356.6455 GZSL: seen=0.3667, unseen=0.4764, h=0.4144 ZSL: unseen accuracy=0.6312
[241/400]  Loss_D: -1.6253 Loss_G: -2.4080, Wasserstein_dist:2.1614, vae_loss_seen:348.3804 GZSL: seen=0.3655, unseen=0.4667, h=0.4099 ZSL: unseen accuracy=0.6354
[242/400]  Loss_D: -1.4981 Loss_G: -2.8097, Wasserstein_dist:2.0081, vae_loss_seen:359.0424 GZSL: seen=0.3888, unseen=0.4278, h=0.4073 ZSL: unseen accuracy=0.6326
[243/400]  Loss_D: -1.4885 Loss_G: -2.8516, Wasserstein_dist:1.9923, vae_loss_seen:360.6068 GZSL: seen=0.3713, unseen=0.4549, h=0.4089 ZSL: unseen accuracy=0.6319
[244/400]  Loss_D: -1.4752 Loss_G: -2.4276, Wasserstein_dist:1.9299, vae_loss_seen:341.8767 GZSL: seen=0.3919, unseen=0.4361, h=0.4128 ZSL: unseen accuracy=0.6361
