HYPER-PARAMETERS
[253/500]  Loss_D: -15.4699 Loss_G: -24.2731, Wasserstein_dist:21.2846, vae_loss_seen:540.2335 GZSL: seen=0.9275, unseen=0.5394, h=0.6821 ZSL: unseen accuracy=0.5859
[254/500]  Loss_D: -17.5672 Loss_G: -22.6605, Wasserstein_dist:23.9567, vae_loss_seen:547.6315 GZSL: seen=0.9121, unseen=0.5540, h=0.6893 ZSL: unseen accuracy=0.5930
[255/500]  Loss_D: -19.7102 Loss_G: -23.7514, Wasserstein_dist:26.4603, vae_loss_seen:542.5139 GZSL: seen=0.9218, unseen=0.5871, h=0.7173 ZSL: unseen accuracy=0.5876
[256/500]  Loss_D: -18.0778 Loss_G: -23.5206, Wasserstein_dist:24.0602, vae_loss_seen:534.8855 GZSL: seen=0.9130, unseen=0.5875, h=0.7149 ZSL: unseen accuracy=0.5768
[257/500]  Loss_D: -18.4191 Loss_G: -23.5026, Wasserstein_dist:24.3529, vae_loss_seen:538.5687 GZSL: seen=0.9389, unseen=0.5547, h=0.6974 ZSL: unseen accuracy=0.5885
[258/500]  Loss_D: -17.9407 Loss_G: -23.4826, Wasserstein_dist:24.2780, vae_loss_seen:542.0500 GZSL: seen=0.9197, unseen=0.5725, h=0.7057 ZSL: unseen accuracy=0.5773
[259/500]  Loss_D: -21.7568 Loss_G: -22.2382, Wasserstein_dist:28.1246, vae_loss_seen:575.9551 GZSL: seen=0.9248, unseen=0.5613, h=0.6986 ZSL: unseen accuracy=0.5786
[260/500]  Loss_D: -20.5315 Loss_G: -22.4618, Wasserstein_dist:27.2362, vae_loss_seen:585.5104 GZSL: seen=0.9261, unseen=0.5620, h=0.6995 ZSL: unseen accuracy=0.5863
[261/500]  Loss_D: -21.2858 Loss_G: -23.4258, Wasserstein_dist:26.9206, vae_loss_seen:547.7695 GZSL: seen=0.9291, unseen=0.5589, h=0.6980 ZSL: unseen accuracy=0.5736
[262/500]  Loss_D: -20.4438 Loss_G: -23.0400, Wasserstein_dist:26.1068, vae_loss_seen:557.2036 GZSL: seen=0.9294, unseen=0.5841, h=0.7174 ZSL: unseen accuracy=0.5715
[263/500]  Loss_D: -17.4064 Loss_G: -23.3990, Wasserstein_dist:23.7324, vae_loss_seen:556.6702 GZSL: seen=0.9289, unseen=0.5726, h=0.7084 ZSL: unseen accuracy=0.6187
[264/500]  Loss_D: -19.1612 Loss_G: -22.7927, Wasserstein_dist:25.8143, vae_loss_seen:562.2794 GZSL: seen=0.9152, unseen=0.5517, h=0.6884 ZSL: unseen accuracy=0.5877
[265/500]  Loss_D: -18.7159 Loss_G: -23.2912, Wasserstein_dist:26.4599, vae_loss_seen:542.6591 GZSL: seen=0.9291, unseen=0.5610, h=0.6996 ZSL: unseen accuracy=0.5864
[266/500]  Loss_D: -20.8631 Loss_G: -23.2964, Wasserstein_dist:26.4565, vae_loss_seen:555.4860 GZSL: seen=0.9111, unseen=0.5641, h=0.6968 ZSL: unseen accuracy=0.6194
[267/500]  Loss_D: -17.2252 Loss_G: -22.7167, Wasserstein_dist:22.5783, vae_loss_seen:554.4423 GZSL: seen=0.9197, unseen=0.5754, h=0.7080 ZSL: unseen accuracy=0.6000
[268/500]  Loss_D: -20.4289 Loss_G: -23.2493, Wasserstein_dist:26.0511, vae_loss_seen:565.9048 GZSL: seen=0.9217, unseen=0.5640, h=0.6998 ZSL: unseen accuracy=0.5940
[269/500]  Loss_D: -19.6042 Loss_G: -22.5440, Wasserstein_dist:25.0299, vae_loss_seen:568.3126 GZSL: seen=0.9191, unseen=0.5809, h=0.7119 ZSL: unseen accuracy=0.5932
[270/500]  Loss_D: -18.3514 Loss_G: -23.9320, Wasserstein_dist:26.3118, vae_loss_seen:540.6505 GZSL: seen=0.9190, unseen=0.5603, h=0.6962 ZSL: unseen accuracy=0.5883
[271/500]  Loss_D: -22.0157 Loss_G: -22.2999, Wasserstein_dist:28.1881, vae_loss_seen:572.1873 GZSL: seen=0.9239, unseen=0.5384, h=0.6803 ZSL: unseen accuracy=0.5660
[272/500]  Loss_D: -17.3755 Loss_G: -22.9628, Wasserstein_dist:22.4314, vae_loss_seen:546.3941 GZSL: seen=0.9388, unseen=0.5524, h=0.6956 ZSL: unseen accuracy=0.5967
[273/500]  Loss_D: -17.5705 Loss_G: -23.3072, Wasserstein_dist:24.8123, vae_loss_seen:559.0985 GZSL: seen=0.9239, unseen=0.5582, h=0.6959 ZSL: unseen accuracy=0.5864
[274/500]  Loss_D: -15.9520 Loss_G: -23.8720, Wasserstein_dist:21.4933, vae_loss_seen:539.3922 GZSL: seen=0.9218, unseen=0.5552, h=0.6930 ZSL: unseen accuracy=0.5796
[275/500]  Loss_D: -19.1607 Loss_G: -22.9129, Wasserstein_dist:25.5512, vae_loss_seen:559.7338 GZSL: seen=0.9607, unseen=0.5179, h=0.6730 ZSL: unseen accuracy=0.5965
[276/500]  Loss_D: -17.0518 Loss_G: -24.2254, Wasserstein_dist:23.7353, vae_loss_seen:535.2323 GZSL: seen=0.9305, unseen=0.5437, h=0.6863 ZSL: unseen accuracy=0.5912
[277/500]  Loss_D: -18.2564 Loss_G: -22.6177, Wasserstein_dist:23.7461, vae_loss_seen:562.3188 GZSL: seen=0.9256, unseen=0.5489, h=0.6891 ZSL: unseen accuracy=0.6094
[278/500]  Loss_D: -17.3554 Loss_G: -23.4324, Wasserstein_dist:23.9575, vae_loss_seen:544.8900 GZSL: seen=0.9292, unseen=0.5390, h=0.6823 ZSL: unseen accuracy=0.5891
[279/500]  Loss_D: -18.6477 Loss_G: -22.7876, Wasserstein_dist:24.3353, vae_loss_seen:562.1891 GZSL: seen=0.9236, unseen=0.5730, h=0.7073 ZSL: unseen accuracy=0.5913
[280/500]  Loss_D: -16.5348 Loss_G: -23.2940, Wasserstein_dist:23.0341, vae_loss_seen:566.9175 GZSL: seen=0.9193, unseen=0.5875, h=0.7169 ZSL: unseen accuracy=0.5910
[281/500]  Loss_D: -16.2795 Loss_G: -23.8600, Wasserstein_dist:23.8453, vae_loss_seen:545.3390 GZSL: seen=0.9224, unseen=0.5567, h=0.6943 ZSL: unseen accuracy=0.6091
[282/500]  Loss_D: -15.3437 Loss_G: -22.5921, Wasserstein_dist:21.9004, vae_loss_seen:561.7121 GZSL: seen=0.9212, unseen=0.5612, h=0.6975 ZSL: unseen accuracy=0.5893
[283/500]  Loss_D: -20.4198 Loss_G: -23.7944, Wasserstein_dist:26.0890, vae_loss_seen:553.0999 GZSL: seen=0.9318, unseen=0.5817, h=0.7163 ZSL: unseen accuracy=0.6065
[284/500]  Loss_D: -17.9486 Loss_G: -23.9472, Wasserstein_dist:24.1651, vae_loss_seen:543.3529 GZSL: seen=0.9247, unseen=0.5442, h=0.6852 ZSL: unseen accuracy=0.5804
[285/500]  Loss_D: -18.0817 Loss_G: -23.1689, Wasserstein_dist:24.4336, vae_loss_seen:561.4935 GZSL: seen=0.9262, unseen=0.5544, h=0.6936 ZSL: unseen accuracy=0.5735
[286/500]  Loss_D: -16.6979 Loss_G: -22.2136, Wasserstein_dist:22.3882, vae_loss_seen:563.9417 GZSL: seen=0.9173, unseen=0.5737, h=0.7059 ZSL: unseen accuracy=0.5883
[287/500]  Loss_D: -17.8600 Loss_G: -23.8803, Wasserstein_dist:24.6383, vae_loss_seen:540.6055 GZSL: seen=0.9157, unseen=0.5621, h=0.6966 ZSL: unseen accuracy=0.5745
[288/500]  Loss_D: -18.3179 Loss_G: -23.7318, Wasserstein_dist:24.3267, vae_loss_seen:544.4615 GZSL: seen=0.9141, unseen=0.5716, h=0.7034 ZSL: unseen accuracy=0.5847
[289/500]  Loss_D: -16.8139 Loss_G: -22.7215, Wasserstein_dist:23.4658, vae_loss_seen:539.6987 GZSL: seen=0.9291, unseen=0.5588, h=0.6979 ZSL: unseen accuracy=0.6253
[290/500]  Loss_D: -19.6246 Loss_G: -22.1615, Wasserstein_dist:25.4405, vae_loss_seen:561.1553 GZSL: seen=0.9289, unseen=0.5512, h=0.6919 ZSL: unseen accuracy=0.5961
[291/500]  Loss_D: -14.7900 Loss_G: -23.4770, Wasserstein_dist:21.1207, vae_loss_seen:542.1887 GZSL: seen=0.9251, unseen=0.5753, h=0.7095 ZSL: unseen accuracy=0.5929
[292/500]  Loss_D: -18.6408 Loss_G: -22.5278, Wasserstein_dist:23.3183, vae_loss_seen:545.4021 GZSL: seen=0.9272, unseen=0.5502, h=0.6906 ZSL: unseen accuracy=0.5763
[293/500]  Loss_D: -15.8281 Loss_G: -23.2339, Wasserstein_dist:21.1866, vae_loss_seen:540.4121 GZSL: seen=0.9213, unseen=0.5418, h=0.6823 ZSL: unseen accuracy=0.5962
[294/500]  Loss_D: -17.9671 Loss_G: -23.9421, Wasserstein_dist:25.5998, vae_loss_seen:530.6120 GZSL: seen=0.9278, unseen=0.5378, h=0.6809 ZSL: unseen accuracy=0.5816
[295/500]  Loss_D: -17.4095 Loss_G: -23.0708, Wasserstein_dist:23.8699, vae_loss_seen:552.1509 GZSL: seen=0.9233, unseen=0.5409, h=0.6822 ZSL: unseen accuracy=0.5731
[296/500]  Loss_D: -11.7006 Loss_G: -23.6327, Wasserstein_dist:16.4102, vae_loss_seen:530.2855 GZSL: seen=0.9246, unseen=0.5603, h=0.6978 ZSL: unseen accuracy=0.5766
[297/500]  Loss_D: -16.5446 Loss_G: -23.9678, Wasserstein_dist:21.8768, vae_loss_seen:553.7695 GZSL: seen=0.9176, unseen=0.5853, h=0.7147 ZSL: unseen accuracy=0.5831
[298/500]  Loss_D: -21.0248 Loss_G: -23.5109, Wasserstein_dist:27.1267, vae_loss_seen:552.1558 GZSL: seen=0.9635, unseen=0.5229, h=0.6779 ZSL: unseen accuracy=0.5641
[299/500]  Loss_D: -14.0117 Loss_G: -23.4065, Wasserstein_dist:20.7462, vae_loss_seen:541.9392 GZSL: seen=0.9271, unseen=0.5631, h=0.7007 ZSL: unseen accuracy=0.5768
[300/500]  Loss_D: -16.6470 Loss_G: -23.3902, Wasserstein_dist:22.6666, vae_loss_seen:550.8586 GZSL: seen=0.9620, unseen=0.5545, h=0.7035 ZSL: unseen accuracy=0.5777
[301/500]  Loss_D: -17.7420 Loss_G: -21.8124, Wasserstein_dist:22.7447, vae_loss_seen:554.7715 GZSL: seen=0.9206, unseen=0.5504, h=0.6889 ZSL: unseen accuracy=0.5847
[302/500]  Loss_D: -19.2884 Loss_G: -22.8729, Wasserstein_dist:23.8492, vae_loss_seen:548.4312 GZSL: seen=0.9071, unseen=0.5151, h=0.6571 ZSL: unseen accuracy=0.5680
[303/500]  Loss_D: -19.3612 Loss_G: -23.9852, Wasserstein_dist:23.4651, vae_loss_seen:545.4797 GZSL: seen=0.9110, unseen=0.5367, h=0.6755 ZSL: unseen accuracy=0.6008
[304/500]  Loss_D: -13.8305 Loss_G: -23.3100, Wasserstein_dist:19.2895, vae_loss_seen:534.0208 GZSL: seen=0.9317, unseen=0.5720, h=0.7088 ZSL: unseen accuracy=0.5897
[305/500]  Loss_D: -17.3094 Loss_G: -23.0122, Wasserstein_dist:24.0271, vae_loss_seen:553.0460 GZSL: seen=0.9237, unseen=0.5668, h=0.7025 ZSL: unseen accuracy=0.5954
[306/500]  Loss_D: -16.5652 Loss_G: -23.2261, Wasserstein_dist:22.7095, vae_loss_seen:557.5342 GZSL: seen=0.9276, unseen=0.5575, h=0.6964 ZSL: unseen accuracy=0.5797
[307/500]  Loss_D: -18.9309 Loss_G: -22.6056, Wasserstein_dist:24.6182, vae_loss_seen:557.6573 GZSL: seen=0.9217, unseen=0.5678, h=0.7027 ZSL: unseen accuracy=0.5811
[308/500]  Loss_D: -16.6839 Loss_G: -21.9625, Wasserstein_dist:21.5047, vae_loss_seen:568.7421 GZSL: seen=0.9206, unseen=0.5457, h=0.6852 ZSL: unseen accuracy=0.5858
[309/500]  Loss_D: -19.2271 Loss_G: -22.7060, Wasserstein_dist:25.0013, vae_loss_seen:549.8938 GZSL: seen=0.9694, unseen=0.5468, h=0.6992 ZSL: unseen accuracy=0.5743
[310/500]  Loss_D: -15.9625 Loss_G: -21.6928, Wasserstein_dist:21.7847, vae_loss_seen:567.9457 GZSL: seen=0.9089, unseen=0.5734, h=0.7032 ZSL: unseen accuracy=0.5971
[311/500]  Loss_D: -16.9311 Loss_G: -23.1126, Wasserstein_dist:21.8325, vae_loss_seen:553.4653 GZSL: seen=0.9288, unseen=0.5458, h=0.6875 ZSL: unseen accuracy=0.5754
[312/500]  Loss_D: -15.0274 Loss_G: -22.7149, Wasserstein_dist:22.1254, vae_loss_seen:565.0626 GZSL: seen=0.9273, unseen=0.5454, h=0.6868 ZSL: unseen accuracy=0.5919
[313/500]  Loss_D: -18.9888 Loss_G: -23.5343, Wasserstein_dist:26.0793, vae_loss_seen:537.7609 GZSL: seen=0.9393, unseen=0.5501, h=0.6938 ZSL: unseen accuracy=0.6196
[314/500]  Loss_D: -18.2661 Loss_G: -21.8025, Wasserstein_dist:24.4050, vae_loss_seen:567.9753 GZSL: seen=0.9374, unseen=0.5628, h=0.7033 ZSL: unseen accuracy=0.5707
[315/500]  Loss_D: -18.8252 Loss_G: -22.5418, Wasserstein_dist:24.6533, vae_loss_seen:545.3995 GZSL: seen=0.9243, unseen=0.5289, h=0.6728 ZSL: unseen accuracy=0.5886
[316/500]  Loss_D: -18.8198 Loss_G: -22.9569, Wasserstein_dist:24.7671, vae_loss_seen:557.3547 GZSL: seen=0.9684, unseen=0.5295, h=0.6847 ZSL: unseen accuracy=0.6243
[317/500]  Loss_D: -17.3264 Loss_G: -22.1526, Wasserstein_dist:22.9401, vae_loss_seen:560.3236 GZSL: seen=0.9275, unseen=0.5635, h=0.7011 ZSL: unseen accuracy=0.5889
[318/500]  Loss_D: -17.5551 Loss_G: -23.0192, Wasserstein_dist:23.9264, vae_loss_seen:559.3784 GZSL: seen=0.9185, unseen=0.5800, h=0.7111 ZSL: unseen accuracy=0.5926
[319/500]  Loss_D: -16.5034 Loss_G: -22.0058, Wasserstein_dist:21.8799, vae_loss_seen:570.6583 GZSL: seen=0.9191, unseen=0.5559, h=0.6927 ZSL: unseen accuracy=0.5818
[320/500]  Loss_D: -18.8217 Loss_G: -22.2058, Wasserstein_dist:25.0189, vae_loss_seen:546.1636 GZSL: seen=0.9085, unseen=0.5941, h=0.7184 ZSL: unseen accuracy=0.5809
[321/500]  Loss_D: -18.8062 Loss_G: -21.5948, Wasserstein_dist:23.5701, vae_loss_seen:560.3187 GZSL: seen=0.9198, unseen=0.5624, h=0.6980 ZSL: unseen accuracy=0.5987
[322/500]  Loss_D: -17.9813 Loss_G: -23.7505, Wasserstein_dist:23.8990, vae_loss_seen:534.8043 GZSL: seen=0.9277, unseen=0.5828, h=0.7159 ZSL: unseen accuracy=0.6035
[323/500]  Loss_D: -17.1493 Loss_G: -23.0654, Wasserstein_dist:24.0216, vae_loss_seen:551.5889 GZSL: seen=0.9119, unseen=0.5273, h=0.6682 ZSL: unseen accuracy=0.5611
[324/500]  Loss_D: -17.5615 Loss_G: -22.8629, Wasserstein_dist:22.6062, vae_loss_seen:534.8373 GZSL: seen=0.9285, unseen=0.5737, h=0.7092 ZSL: unseen accuracy=0.6044
[325/500]  Loss_D: -19.2154 Loss_G: -22.8520, Wasserstein_dist:25.1664, vae_loss_seen:548.3401 GZSL: seen=0.9360, unseen=0.5502, h=0.6931 ZSL: unseen accuracy=0.6125
[326/500]  Loss_D: -19.6718 Loss_G: -23.1341, Wasserstein_dist:25.6176, vae_loss_seen:564.3535 GZSL: seen=0.9251, unseen=0.5460, h=0.6867 ZSL: unseen accuracy=0.5751
[327/500]  Loss_D: -14.2997 Loss_G: -21.7712, Wasserstein_dist:21.4534, vae_loss_seen:568.3250 GZSL: seen=0.9252, unseen=0.6001, h=0.7280 ZSL: unseen accuracy=0.5868
[328/500]  Loss_D: -16.7306 Loss_G: -23.1199, Wasserstein_dist:21.5775, vae_loss_seen:537.5958 GZSL: seen=0.9151, unseen=0.5905, h=0.7178 ZSL: unseen accuracy=0.6026
[329/500]  Loss_D: -15.8545 Loss_G: -22.9295, Wasserstein_dist:22.6576, vae_loss_seen:554.1389 GZSL: seen=0.9403, unseen=0.5270, h=0.6754 ZSL: unseen accuracy=0.5673
[330/500]  Loss_D: -16.5075 Loss_G: -23.2924, Wasserstein_dist:24.2071, vae_loss_seen:557.2115 GZSL: seen=0.9300, unseen=0.5526, h=0.6933 ZSL: unseen accuracy=0.5760
[331/500]  Loss_D: -20.0415 Loss_G: -21.0246, Wasserstein_dist:26.1457, vae_loss_seen:562.1069 GZSL: seen=0.9226, unseen=0.5602, h=0.6971 ZSL: unseen accuracy=0.5894
[332/500]  Loss_D: -17.1276 Loss_G: -23.2290, Wasserstein_dist:23.6051, vae_loss_seen:552.7798 GZSL: seen=0.9250, unseen=0.5390, h=0.6812 ZSL: unseen accuracy=0.6255
[333/500]  Loss_D: -16.2467 Loss_G: -22.6088, Wasserstein_dist:22.9280, vae_loss_seen:546.8744 GZSL: seen=0.9086, unseen=0.5678, h=0.6988 ZSL: unseen accuracy=0.5886
[334/500]  Loss_D: -16.8698 Loss_G: -22.9881, Wasserstein_dist:24.2044, vae_loss_seen:553.5048 GZSL: seen=0.9073, unseen=0.5304, h=0.6694 ZSL: unseen accuracy=0.5708
[335/500]  Loss_D: -17.6745 Loss_G: -21.9469, Wasserstein_dist:23.1728, vae_loss_seen:573.2452 GZSL: seen=0.9274, unseen=0.5600, h=0.6983 ZSL: unseen accuracy=0.6024
[336/500]  Loss_D: -16.9723 Loss_G: -21.5863, Wasserstein_dist:23.0749, vae_loss_seen:563.1397 GZSL: seen=0.9257, unseen=0.5747, h=0.7091 ZSL: unseen accuracy=0.5946
[337/500]  Loss_D: -14.4559 Loss_G: -23.4076, Wasserstein_dist:20.9640, vae_loss_seen:547.6801 GZSL: seen=0.9342, unseen=0.5610, h=0.7010 ZSL: unseen accuracy=0.6035
[338/500]  Loss_D: -19.0326 Loss_G: -22.0486, Wasserstein_dist:24.5745, vae_loss_seen:570.2745 GZSL: seen=0.9248, unseen=0.5477, h=0.6880 ZSL: unseen accuracy=0.5900
[339/500]  Loss_D: -15.9426 Loss_G: -22.9272, Wasserstein_dist:21.1658, vae_loss_seen:553.5209 GZSL: seen=0.9231, unseen=0.5445, h=0.6849 ZSL: unseen accuracy=0.5701
[340/500]  Loss_D: -15.8410 Loss_G: -22.5540, Wasserstein_dist:22.7027, vae_loss_seen:558.3585 GZSL: seen=0.9196, unseen=0.5313, h=0.6735 ZSL: unseen accuracy=0.6153
[341/500]  Loss_D: -19.7723 Loss_G: -21.8671, Wasserstein_dist:26.1564, vae_loss_seen:564.0541 GZSL: seen=0.9237, unseen=0.5729, h=0.7072 ZSL: unseen accuracy=0.5852
[342/500]  Loss_D: -14.2236 Loss_G: -23.2698, Wasserstein_dist:19.1469, vae_loss_seen:548.3103 GZSL: seen=0.9254, unseen=0.5709, h=0.7061 ZSL: unseen accuracy=0.5716
[343/500]  Loss_D: -15.6118 Loss_G: -22.6844, Wasserstein_dist:22.0266, vae_loss_seen:567.2266 GZSL: seen=0.9339, unseen=0.5640, h=0.7033 ZSL: unseen accuracy=0.6083
[344/500]  Loss_D: -13.7207 Loss_G: -22.2785, Wasserstein_dist:19.1289, vae_loss_seen:554.6039 GZSL: seen=0.9215, unseen=0.5661, h=0.7014 ZSL: unseen accuracy=0.5679
[345/500]  Loss_D: -18.0632 Loss_G: -23.6989, Wasserstein_dist:24.0349, vae_loss_seen:563.8401 GZSL: seen=0.9640, unseen=0.5174, h=0.6734 ZSL: unseen accuracy=0.5890
[346/500]  Loss_D: -14.8381 Loss_G: -23.3373, Wasserstein_dist:20.2392, vae_loss_seen:542.7963 GZSL: seen=0.9081, unseen=0.5585, h=0.6917 ZSL: unseen accuracy=0.6114
[347/500]  Loss_D: -19.8668 Loss_G: -21.6255, Wasserstein_dist:25.9028, vae_loss_seen:575.5392 GZSL: seen=0.9182, unseen=0.5509, h=0.6886 ZSL: unseen accuracy=0.6097
[348/500]  Loss_D: -12.0988 Loss_G: -22.2425, Wasserstein_dist:18.8373, vae_loss_seen:548.3149 GZSL: seen=0.9187, unseen=0.5561, h=0.6928 ZSL: unseen accuracy=0.5908
[349/500]  Loss_D: -15.1810 Loss_G: -22.0987, Wasserstein_dist:20.4074, vae_loss_seen:564.1239 GZSL: seen=0.9340, unseen=0.5507, h=0.6929 ZSL: unseen accuracy=0.5711
[350/500]  Loss_D: -14.6119 Loss_G: -22.5608, Wasserstein_dist:22.1091, vae_loss_seen:546.8345 GZSL: seen=0.9317, unseen=0.5633, h=0.7021 ZSL: unseen accuracy=0.5773
[351/500]  Loss_D: -15.0627 Loss_G: -23.6898, Wasserstein_dist:21.0228, vae_loss_seen:548.2911 GZSL: seen=0.9294, unseen=0.5455, h=0.6875 ZSL: unseen accuracy=0.5688
[352/500]  Loss_D: -18.2149 Loss_G: -22.7789, Wasserstein_dist:23.9899, vae_loss_seen:558.6706 GZSL: seen=0.9272, unseen=0.5418, h=0.6839 ZSL: unseen accuracy=0.5806
[353/500]  Loss_D: -16.5469 Loss_G: -21.9585, Wasserstein_dist:21.3316, vae_loss_seen:573.4120 GZSL: seen=0.9300, unseen=0.5437, h=0.6862 ZSL: unseen accuracy=0.5737
[354/500]  Loss_D: -18.9600 Loss_G: -21.9049, Wasserstein_dist:24.5445, vae_loss_seen:580.4926 GZSL: seen=0.9238, unseen=0.5711, h=0.7058 ZSL: unseen accuracy=0.5899
[355/500]  Loss_D: -15.8510 Loss_G: -23.4058, Wasserstein_dist:21.3189, vae_loss_seen:538.0676 GZSL: seen=0.9179, unseen=0.5599, h=0.6956 ZSL: unseen accuracy=0.5652
[356/500]  Loss_D: -14.8172 Loss_G: -23.5807, Wasserstein_dist:20.0704, vae_loss_seen:539.2149 GZSL: seen=0.9230, unseen=0.5376, h=0.6795 ZSL: unseen accuracy=0.5915
[357/500]  Loss_D: -15.4005 Loss_G: -22.2988, Wasserstein_dist:20.6288, vae_loss_seen:552.7511 GZSL: seen=0.9264, unseen=0.5400, h=0.6823 ZSL: unseen accuracy=0.5752
[358/500]  Loss_D: -17.0071 Loss_G: -22.9356, Wasserstein_dist:21.9584, vae_loss_seen:541.1965 GZSL: seen=0.9282, unseen=0.5634, h=0.7012 ZSL: unseen accuracy=0.5826
[359/500]  Loss_D: -16.2584 Loss_G: -23.3306, Wasserstein_dist:22.1283, vae_loss_seen:540.4344 GZSL: seen=0.9348, unseen=0.5792, h=0.7152 ZSL: unseen accuracy=0.5768
[360/500]  Loss_D: -13.0298 Loss_G: -21.7318, Wasserstein_dist:18.8810, vae_loss_seen:553.4549 GZSL: seen=0.9316, unseen=0.5715, h=0.7085 ZSL: unseen accuracy=0.5685
[361/500]  Loss_D: -18.7988 Loss_G: -21.9279, Wasserstein_dist:24.4007, vae_loss_seen:567.1672 GZSL: seen=0.9082, unseen=0.5607, h=0.6934 ZSL: unseen accuracy=0.5888
[362/500]  Loss_D: -17.2789 Loss_G: -23.5203, Wasserstein_dist:23.6443, vae_loss_seen:537.1006 GZSL: seen=0.9049, unseen=0.5408, h=0.6770 ZSL: unseen accuracy=0.5879
[363/500]  Loss_D: -18.8267 Loss_G: -22.4826, Wasserstein_dist:25.9399, vae_loss_seen:563.1595 GZSL: seen=0.9117, unseen=0.5615, h=0.6950 ZSL: unseen accuracy=0.5863
[364/500]  Loss_D: -15.9162 Loss_G: -23.3993, Wasserstein_dist:21.3452, vae_loss_seen:540.7634 GZSL: seen=0.9255, unseen=0.5619, h=0.6992 ZSL: unseen accuracy=0.5569
[365/500]  Loss_D: -13.7630 Loss_G: -22.4861, Wasserstein_dist:19.6957, vae_loss_seen:539.8652 GZSL: seen=0.9235, unseen=0.5550, h=0.6933 ZSL: unseen accuracy=0.5933
[366/500]  Loss_D: -14.7782 Loss_G: -22.7467, Wasserstein_dist:21.4738, vae_loss_seen:539.4548 GZSL: seen=0.9134, unseen=0.5740, h=0.7050 ZSL: unseen accuracy=0.5772
[367/500]  Loss_D: -19.9200 Loss_G: -22.9745, Wasserstein_dist:24.5309, vae_loss_seen:547.0943 GZSL: seen=0.9191, unseen=0.5638, h=0.6988 ZSL: unseen accuracy=0.5776
[368/500]  Loss_D: -17.8370 Loss_G: -22.4008, Wasserstein_dist:24.3224, vae_loss_seen:549.8622 GZSL: seen=0.9067, unseen=0.5600, h=0.6924 ZSL: unseen accuracy=0.5889
[369/500]  Loss_D: -18.6449 Loss_G: -23.0856, Wasserstein_dist:24.3651, vae_loss_seen:549.8764 GZSL: seen=0.9227, unseen=0.5683, h=0.7034 ZSL: unseen accuracy=0.5926
[370/500]  Loss_D: -16.4433 Loss_G: -23.1098, Wasserstein_dist:22.8530, vae_loss_seen:556.8653 GZSL: seen=0.9228, unseen=0.5476, h=0.6874 ZSL: unseen accuracy=0.5788
[371/500]  Loss_D: -13.4863 Loss_G: -21.6950, Wasserstein_dist:18.7968, vae_loss_seen:561.0712 GZSL: seen=0.9245, unseen=0.5874, h=0.7184 ZSL: unseen accuracy=0.5921
[372/500]  Loss_D: -14.8007 Loss_G: -22.6930, Wasserstein_dist:20.9270, vae_loss_seen:555.1378 GZSL: seen=0.9187, unseen=0.5426, h=0.6823 ZSL: unseen accuracy=0.5711
[373/500]  Loss_D: -17.7312 Loss_G: -23.3421, Wasserstein_dist:23.3006, vae_loss_seen:547.8956 GZSL: seen=0.7549, unseen=0.6112, h=0.6755 ZSL: unseen accuracy=0.5954
[374/500]  Loss_D: -16.8940 Loss_G: -23.4522, Wasserstein_dist:22.6653, vae_loss_seen:553.3918 GZSL: seen=0.9247, unseen=0.5360, h=0.6787 ZSL: unseen accuracy=0.5704
[375/500]  Loss_D: -15.2514 Loss_G: -22.5282, Wasserstein_dist:21.1165, vae_loss_seen:540.5392 GZSL: seen=0.9125, unseen=0.5531, h=0.6887 ZSL: unseen accuracy=0.5573
[376/500]  Loss_D: -15.6204 Loss_G: -22.8059, Wasserstein_dist:21.2558, vae_loss_seen:545.8333 GZSL: seen=0.9170, unseen=0.5280, h=0.6702 ZSL: unseen accuracy=0.5715
[377/500]  Loss_D: -16.3487 Loss_G: -22.0859, Wasserstein_dist:21.6178, vae_loss_seen:561.8734 GZSL: seen=0.9128, unseen=0.5625, h=0.6961 ZSL: unseen accuracy=0.5987
[378/500]  Loss_D: -14.6754 Loss_G: -21.1951, Wasserstein_dist:20.6472, vae_loss_seen:566.5408 GZSL: seen=0.9196, unseen=0.5746, h=0.7073 ZSL: unseen accuracy=0.6105
[379/500]  Loss_D: -16.0345 Loss_G: -22.4801, Wasserstein_dist:21.5366, vae_loss_seen:556.8506 GZSL: seen=0.9313, unseen=0.5488, h=0.6906 ZSL: unseen accuracy=0.5705
[380/500]  Loss_D: -17.4081 Loss_G: -21.8859, Wasserstein_dist:22.8146, vae_loss_seen:557.0551 GZSL: seen=0.9198, unseen=0.5650, h=0.7000 ZSL: unseen accuracy=0.6049
[381/500]  Loss_D: -19.5822 Loss_G: -21.9054, Wasserstein_dist:25.4903, vae_loss_seen:567.5924 GZSL: seen=0.9211, unseen=0.5346, h=0.6766 ZSL: unseen accuracy=0.5644
[382/500]  Loss_D: -15.7716 Loss_G: -21.7500, Wasserstein_dist:22.5763, vae_loss_seen:562.4340 GZSL: seen=0.9328, unseen=0.5643, h=0.7032 ZSL: unseen accuracy=0.5713
[383/500]  Loss_D: -15.0531 Loss_G: -22.0491, Wasserstein_dist:20.6898, vae_loss_seen:567.1457 GZSL: seen=0.9247, unseen=0.5597, h=0.6973 ZSL: unseen accuracy=0.5900
